company_id,company_name,tenant_id,department_name,role_name,user_id,full_name,email,user_role,system_role,is_active
12,BA Demo Merkez,17,Yonetim ve Organizasyon,Tedarik?i Y?neticisi,106,BA Demo Merkez Tedarik?i Y?neticisi,c12.tedarik-i-y-neticisi@buyerasistans.com.tr,satinalmaci,tenant_member,True
12,BA Demo Merkez,17,M??teri Ba?ar? / ?hale Takip,Teklif Uzman?,112,BA Demo Merkez Teklif Uzman?,c12.teklif-uzman@buyerasistans.com.tr,satinalma_uzmani,tenant_member,True
12,BA Demo Merkez,17,Teknik Ofis ve Sartname,Teknik Uzman ve Mimar,65,Teknik Uzman Demo 2,partner.tech.demo2@buyerasistans.com.tr,satinalma_uzmani,tenant_member,True
13,BA Demo Proje Ofisi,17,Sat?? Operasyon,?zel Tedarik?i Rol?,123,BA Demo Proje Ofisi ?zel Tedarik?i Rol?,c13.zel-tedarik-i-rol@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Pazarlama ve Teklif Y?netimi,K?demli Pazarlama Uzman?,120,BA Demo Proje Ofisi K?demli Pazarlama Uzman?,c13.k-demli-pazarlama-uzman@buyerasistans.com.tr,satinalma_uzmani,tenant_member,True
13,BA Demo Proje Ofisi,17,Satin Alma Operasyonlari,Ozel Partner Rolu,67,Ozel Partner Rol Demo,partner.custom.demo@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Pazarlama ve Teklif Y?netimi,Pazarlama M?d?r Yard?mc?s?,118,BA Demo Proje Ofisi Pazarlama M?d?r Yard?mc?s?,c13.pazarlama-m-d-r-yard-mc-s@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Pazarlama ve Teklif Y?netimi,Pazarlama M?d?r?,117,BA Demo Proje Ofisi Pazarlama M?d?r?,c13.pazarlama-m-d-r@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Pazarlama ve Teklif Y?netimi,Pazarlama Uzman?,121,BA Demo Proje Ofisi Pazarlama Uzman?,c13.pazarlama-uzman@buyerasistans.com.tr,satinalma_uzmani,tenant_member,True
13,BA Demo Proje Ofisi,17,Pazarlama ve Teklif Y?netimi,Pazarlama Y?neticisi,119,BA Demo Proje Ofisi Pazarlama Y?neticisi,c13.pazarlama-y-neticisi@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Satin Alma Operasyonlari,Satin Alma Muduru,63,Satin Alma Muduru Demo 2,partner.procurement.lead2@buyerasistans.com.tr,satinalma_yoneticisi,tenant_member,True
13,BA Demo Proje Ofisi,17,Yonetim ve Organizasyon,Tedarik?i Ana Y?netici,115,BA Demo Proje Ofisi Tedarik?i Ana Y?netici,c13.tedarik-i-ana-y-netici@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Finans ve Tahsilat,Tedarik?i Denet?i / Finans ?zleyici,124,BA Demo Proje Ofisi Tedarik?i Denet?i / Finans ?zleyici,c13.tedarik-i-denet-i-finans-zleyici@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,Yonetim ve Organizasyon,Tedarik?i Y?neticisi,116,BA Demo Proje Ofisi Tedarik?i Y?neticisi,c13.tedarik-i-y-neticisi@buyerasistans.com.tr,satinalmaci,tenant_member,True
13,BA Demo Proje Ofisi,17,M??teri Ba?ar? / ?hale Takip,Teklif Uzman?,122,BA Demo Proje Ofisi Teklif Uzman?,c13.teklif-uzman@buyerasistans.com.tr,satinalma_uzmani,tenant_member,True
13,BA Demo Proje Ofisi,17,Teknik Ofis ve Sartname,Teknik Uzman ve Mimar,64,Teknik Uzman Demo 1,partner.tech.demo1@buyerasistans.com.tr,satinalma_uzmani,tenant_member,True
14,Kanal Ana Yonetici Demo Workspace,18,Kanal Denetim,Kanal Denet?isi,127,Kanal Ana Yonetici Demo Workspace Kanal Denet?isi,c14.kanal-denet-isi@buyerasistans.com.tr,channel_agent,tenant_member,True
14,Kanal Ana Yonetici Demo Workspace,18,Operasyon,Kanal Ekip Lideri,78,Kanal Ekip Lideri,channel.kanal-ana-yonetici-demo-kisisel-is-ortagi-workspace.lead@buyerasistans.com.tr,channel_agent,tenant_member,True
14,Kanal Ana Yonetici Demo Workspace,18,Kanal Finans,Kanal Finans G?r?nt?leyici,126,Kanal Ana Yonetici Demo Workspace Kanal Finans G?r?nt?leyici,c14.kanal-finans-g-r-nt-leyici@buyerasistans.com.tr,channel_agent,tenant_member,True
14,Kanal Ana Yonetici Demo Workspace,18,Kanal Operasyon,Kanal Hesap Sahibi,125,Kanal Ana Yonetici Demo Workspace Kanal Hesap Sahibi,c14.kanal-hesap-sahibi@buyerasistans.com.tr,channel_owner,tenant_owner,True
14,Kanal Ana Yonetici Demo Workspace,18,,Kanal Temsilcisi,79,Kanal Temsilcisi,channel.kanal-ana-yonetici-demo-kisisel-is-ortagi-workspace.agent@buyerasistans.com.tr,channel_agent,tenant_member,True
